 ,Label,Mean,Slice
246,210203_LEXY_combined.tif:Cell-02:LEXY-12_w1RFP-BP_t8,60.33,62
247,210203_LEXY_combined.tif:Cell-03:LEXY-12_w1RFP-BP_t8,49.11,62
248,210203_LEXY_combined.tif:Cell-04:LEXY-12_w1RFP-BP_t8,4.76,62
249,210203_LEXY_combined.tif:Cell-01:LEXY-12_w1RFP-BP_t9,44.80,63
250,210203_LEXY_combined.tif:Cell-02:LEXY-12_w1RFP-BP_t9,58.02,63
251,210203_LEXY_combined.tif:Cell-03:LEXY-12_w1RFP-BP_t9,47.61,63
252,210203_LEXY_combined.tif:Cell-04:LEXY-12_w1RFP-BP_t9,4.69,63
253,210203_LEXY_combined.tif:Cell-01:LEXY-12_w1RFP-BP_t10,43.05,64
254,210203_LEXY_combined.tif:Cell-02:LEXY-12_w1RFP-BP_t10,56.33,64
255,210203_LEXY_combined.tif:Cell-03:LEXY-12_w1RFP-BP_t10,46.43,64
256,210203_LEXY_combined.tif:Cell-04:LEXY-12_w1RFP-BP_t10,4.49,64
257,210203_LEXY_combined.tif:Cell-01:LEXY-12_w1RFP-BP_t11,41.92,65
258,210203_LEXY_combined.tif:Cell-02:LEXY-12_w1RFP-BP_t11,54.32,65
259,210203_LEXY_combined.tif:Cell-03:LEXY-12_w1RFP-BP_t11,45.19,65
260,210203_LEXY_combined.tif:Cell-04:LEXY-12_w1RFP-BP_t11,4.23,65
261,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t1,41.67,66
262,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t1,53.89,66
263,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t1,45.07,66
264,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t1,4.80,66
265,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t2,42.73,67
266,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t2,54.62,67
267,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t2,45.35,67
268,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t2,4.43,67
269,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t3,44.28,68
270,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t3,56.01,68
271,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t3,46.58,68
272,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t3,5.06,68
273,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t4,45.43,69
274,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t4,57.12,69
275,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t4,47.44,69
276,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t4,5.26,69
277,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t5,46.63,70
278,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t5,58.20,70
279,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t5,48.25,70
280,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t5,5.01,70
281,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t6,47.74,71
282,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t6,59.06,71
283,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t6,48.95,71
284,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t6,5.32,71
285,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t7,48.87,72
286,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t7,60.63,72
287,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t7,49.98,72
288,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t7,5.35,72
289,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t8,50.42,73
290,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t8,62.08,73
291,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t8,51.81,73
292,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t8,6.76,73
293,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t9,51.70,74
294,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t9,63.37,74
295,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t9,52.64,74
296,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t9,6.86,74
297,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t10,52.71,75
298,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t10,64.11,75
299,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t10,53.32,75
300,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t10,6.79,75
301,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t11,53.84,76
302,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t11,65.47,76
303,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t11,54.36,76
304,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t11,7.19,76
305,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t12,54.82,77
306,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t12,66.31,77
307,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t12,55.09,77
308,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t12,7.42,77
309,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t13,55.68,78
310,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t13,67.08,78
311,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t13,55.68,78
312,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t13,7.46,78
313,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t14,55.92,79
314,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t14,67.60,79
315,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t14,55.96,79
316,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t14,6.51,79
317,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t15,57.61,80
318,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t15,69.29,80
319,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t15,57.41,80
320,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t15,7.89,80
321,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t16,57.67,81
322,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t16,68.78,81
323,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t16,57.20,81
324,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t16,6.99,81
325,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t17,58.26,82
326,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t17,70.30,82
327,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t17,58.10,82
328,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t17,7.23,82
329,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t18,58.97,83
330,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t18,70.89,83
331,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t18,58.58,83
332,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t18,7.41,83
333,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t19,59.69,84
334,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t19,71.21,84
335,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t19,59.14,84
336,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t19,7.26,84
337,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t20,61.77,85
338,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t20,73.68,85
339,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t20,61.02,85
340,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t20,8.45,85
341,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t21,61.07,86
342,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t21,72.87,86
343,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t21,60.40,86
344,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t21,7.70,86
345,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t22,62.32,87
346,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t22,74.62,87
347,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t22,61.69,87
348,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t22,8.69,87
349,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t23,63.19,88
350,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t23,74.93,88
351,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t23,62.30,88
352,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t23,8.79,88
353,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t24,63.59,89
354,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t24,75.60,89
355,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t24,62.53,89
356,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t24,8.75,89
357,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t25,63.26,90
358,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t25,75.30,90
359,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t25,62.33,90
360,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t25,7.95,90
361,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t26,64.25,91
362,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t26,76.59,91
363,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t26,63.53,91
364,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t26,8.98,91
365,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t27,64.23,92
366,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t27,76.68,92
367,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t27,63.01,92
368,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t27,8.19,92
369,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t28,65.79,93
370,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t28,78.02,93
371,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t28,64.67,93
372,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t28,9.19,93
373,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t29,66.32,94
374,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t29,78.53,94
375,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t29,64.95,94
376,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t29,9.17,94
377,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t30,66.82,95
378,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t30,79.04,95
379,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t30,65.49,95
380,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t30,9.24,95
381,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t31,66.91,96
382,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t31,79.46,96
383,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t31,65.63,96
384,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t31,9.33,96
385,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t32,67.77,97
386,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t32,80.54,97
387,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t32,66.37,97
388,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t32,9.42,97
389,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t33,68.17,98
390,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t33,80.78,98
391,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t33,66.37,98
392,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t33,9.38,98
393,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t34,68.41,99
394,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t34,80.98,99
395,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t34,67.03,99
396,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t34,9.68,99
397,210203_LEXY_combined.tif:Cell-01:LEXY-13_w1RFP-BP_t35,68.76,100
398,210203_LEXY_combined.tif:Cell-02:LEXY-13_w1RFP-BP_t35,81.50,100
399,210203_LEXY_combined.tif:Cell-03:LEXY-13_w1RFP-BP_t35,67.10,100
400,210203_LEXY_combined.tif:Cell-04:LEXY-13_w1RFP-BP_t35,9.80,100
401,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t1,69.67,101
402,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t1,82.79,101
403,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t1,67.87,101
404,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t1,9.42,101
405,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t2,66.54,102
406,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t2,79.81,102
407,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t2,65.56,102
408,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t2,8.22,102
409,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t3,63.85,103
410,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t3,76.67,103
411,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t3,63.04,103
412,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t3,7.34,103
413,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t4,60.09,104
414,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t4,73.42,104
415,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t4,60.15,104
416,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t4,6.33,104
417,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t5,57.13,105
418,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t5,70.66,105
419,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t5,57.51,105
420,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t5,5.67,105
421,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t6,54.73,106
422,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t6,67.74,106
423,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t6,55.62,106
424,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t6,5.26,106
425,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t7,51.98,107
426,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t7,64.71,107
427,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t7,53.21,107
428,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t7,4.85,107
429,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t8,51.06,108
430,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t8,63.63,108
431,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t8,52.50,108
432,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t8,5.61,108
433,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t9,48.32,109
434,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t9,60.45,109
435,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t9,50.19,109
436,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t9,4.47,109
437,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t10,46.95,110
438,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t10,58.93,110
439,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t10,48.77,110
440,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t10,4.36,110
441,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t11,45.84,111
442,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t11,57.39,111
443,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t11,47.80,111
444,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t11,4.13,111
445,210203_LEXY_combined.tif:Cell-01:LEXY-14_w1RFP-BP_t12,43.94,112
446,210203_LEXY_combined.tif:Cell-02:LEXY-14_w1RFP-BP_t12,55.75,112
447,210203_LEXY_combined.tif:Cell-03:LEXY-14_w1RFP-BP_t12,46.44,112
448,210203_LEXY_combined.tif:Cell-04:LEXY-14_w1RFP-BP_t12,4.13,112
449,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t1,43.85,113
450,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t1,53.83,113
451,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t1,45.58,113
452,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t1,4.53,113
453,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t2,44.70,114
454,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t2,54.95,114
455,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t2,46.43,114
456,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t2,4.88,114
457,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t3,45.85,115
458,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t3,56.20,115
459,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t3,47.24,115
460,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t3,4.80,115
461,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t4,47.03,116
462,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t4,57.02,116
463,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t4,48.08,116
464,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t4,4.96,116
465,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t5,48.47,117
466,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t5,58.50,117
467,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t5,49.18,117
468,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t5,5.33,117
469,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t6,49.58,118
470,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t6,59.62,118
471,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t6,50.00,118
472,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t6,5.61,118
473,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t7,50.38,119
474,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t7,60.85,119
475,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t7,50.63,119
476,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t7,5.47,119
477,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t8,51.45,120
478,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t8,61.73,120
479,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t8,51.71,120
480,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t8,5.62,120
481,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t9,52.72,121
482,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t9,63.17,121
483,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t9,52.78,121
484,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t9,5.97,121
485,210203_LEXY_combined.tif:Cell-01:LEXY-15_w1RFP-BP_t10,53.88,122
486,210203_LEXY_combined.tif:Cell-02:LEXY-15_w1RFP-BP_t10,64.32,122
487,210203_LEXY_combined.tif:Cell-03:LEXY-15_w1RFP-BP_t10,53.42,122
488,210203_LEXY_combined.tif:Cell-04:LEXY-15_w1RFP-BP_t10,6.12,122
